DATE;INDPRO_PCH;WILL5000PR_PCH;HSN1F_PCH;DCOILBRENTEU_PCH;CORESTICKM159SFRBATL_PCH;TOTALSA_PCH;CPIUFDSL_PCH;DEXJPUS_PCH;MICH_PCH;VIXCLS_PCH;PAYEMS_PCH;PPIACO_PCH
2005-04-01;0.19795;-2.60452;-5.12048;-2.29874;-0.30451;1.96979;0.68747;1.84264;3.12500;10.15273;0.27111;0.84580
2005-05-01;0.10618;1.22098;2.06349;-6.24155;5.30836;-1.92611;0.10504;-0.55840;-3.03030;-3.39876;0.12882;-0.45161
2005-06-01;0.43233;2.66968;-0.93313;11.73612;-6.77795;6.13300;-0.05247;2.01888;0.00000;-15.02749;0.18850;0.00000
2005-07-01;-0.31961;2.27874;9.02669;5.82372;4.63545;14.35451;0.20997;2.94833;-6.25000;-6.90590;0.26729;1.29618
2005-08-01;0.33251;0.15896;-9.64723;11.23692;-1.56013;-17.58694;0.10477;-1.20316;3.33333;17.21698;0.14743;0.83173
2005-09-01;-1.94256;0.28061;-0.87649;-1.68058;3.08888;-2.81892;0.20931;0.57187;38.70968;-2.49557;0.04238;2.91878
2005-10-01;1.22322;-2.89316;7.39550;-6.94601;-0.35659;-9.39918;0.26110;3.26365;6.97674;18.28877;0.06986;2.46609
2005-11-01;1.09583;3.96982;-9.13174;-5.63176;4.60237;7.74648;0.31250;3.12050;-28.26087;-18.67768;0.26365;-1.50421
2005-12-01;0.49613;2.13870;2.05931;2.92151;1.57247;3.93367;0.15576;0.00708;-6.06061;-7.30694;0.11778;-0.42761
2006-01-01;0.15483;1.81886;-5.24617;10.78084;-0.73998;5.28124;0.36288;-2.52053;-3.22581;6.89165;0.19606;0.79755
2006-02-01;0.04830;0.02834;-9.62521;-4.40617;1.96833;-5.58597;0.05165;2.06451;0.00000;3.61459;0.22669;-1.52161
2006-03-01;0.21583;1.37321;5.18379;3.08052;3.30578;-0.65023;0.15488;-0.49440;0.00000;-6.23155;0.22765;0.24722
2006-04-01;0.29180;1.04122;0.62724;13.20430;3.88068;0.98467;-0.10309;-0.17763;10.00000;1.31227;0.12423;1.29470
2006-05-01;0.02868;-1.11374;-3.29475;-0.68751;3.85439;-2.32382;0.15480;-4.56058;21.21212;22.00638;0.02716;0.91296
2006-06-01;0.34193;-3.28369;-1.10497;-1.74993;9.02957;1.02218;0.30912;2.59065;-17.50000;17.04717;0.05945;0.18094
2006-07-01;-0.06290;0.34805;-10.14898;7.46599;1.97746;4.50888;0.25681;0.99629;-3.03030;-9.41350;0.14230;0.42143
2006-08-01;0.43463;1.72766;7.25389;-0.60245;4.23134;-6.81690;0.25615;0.13592;18.75000;-12.88178;0.12159;0.65947
2006-09-01;-0.19103;2.37141;-1.83575;-15.39232;-0.39899;3.13525;0.30659;1.11293;-18.42105;-8.74223;0.10023;-1.48898
2006-10-01;-0.09615;3.52041;-7.38189;-6.69865;2.46064;-0.64216;0.30565;1.18974;0.00000;-7.20700;0.01754;-1.93470
2006-11-01;-0.02865;2.14601;6.58874;1.64887;-4.40406;-1.23332;0.05079;-1.08640;-3.22581;-4.32274;0.16003;1.47965
2006-12-01;1.02455;2.10286;-0.49850;6.31493;-0.80707;2.70157;0.05076;0.00130;-3.33333;1.35779;0.13351;0.60753
2007-01-01;-0.35470;0.55834;-10.72144;-14.07136;0.66864;-1.23341;0.64840;2.66373;3.44828;0.71139;0.16320;-0.96618
2007-02-01;0.97276;1.96075;-7.07071;7.21732;0.50033;1.61577;0.68455;0.04782;0.00000;1.02117;0.05892;1.70732
2007-03-01;0.17354;-2.56523;0.60386;7.80923;-1.66665;-4.25767;0.34846;-2.69262;0.00000;35.92442;0.16430;1.49880
2007-04-01;0.67897;4.02711;6.48259;8.75954;-4.59446;1.07677;0.25944;1.42622;10.00000;-14.70532;0.04355;1.24040
2007-05-01;0.04184;2.93120;-5.07328;-0.40530;-6.19673;0.27686;0.38965;1.54777;0.00000;2.82013;0.10955;1.10852
2007-06-01;0.01801;0.40068;-5.81948;5.70348;-5.49654;-2.89298;0.40747;1.58594;3.03030;12.40732;0.05725;0.28852
2007-07-01;-0.15318;0.36749;-1.89155;8.28239;-3.67668;-2.11385;0.33324;-1.03825;0.00000;15.55910;-0.02173;0.74799
2007-08-01;0.19203;-4.71247;-10.15424;-8.01915;-2.61978;3.42237;0.38183;-3.85561;-5.88235;44.88279;-0.01811;-1.54198
2007-09-01;0.24821;2.90707;-1.85980;9.06191;0.64408;0.93412;0.48773;-1.44772;-3.12500;-11.29677;0.06231;0.63805
2007-10-01;-0.29949;3.10961;5.97668;6.69513;0.79309;-0.46576;0.31609;0.71502;0.00000;-13.88938;0.05214;0.69164
2007-11-01;0.56310;-5.01513;-11.82944;12.23498;6.20685;-0.61380;0.40943;-4.13687;9.67742;33.82950;0.08395;2.46136
2007-12-01;0.05244;0.97439;-3.43214;-1.60954;2.37504;-1.98117;0.18451;1.23896;0.00000;-15.36753;0.07593;-0.22346
2008-01-01;-0.11774;-7.03652;1.29241;1.37611;1.30140;-2.02745;0.60520;-4.11823;0.00000;19.23787;0.00072;1.34378
2008-02-01;-0.36509;-1.20301;-5.42265;3.04672;-4.72967;-1.36262;0.37237;-0.73095;5.88235;-1.39521;-0.05130;0.93923
2008-03-01;-0.32584;-3.14225;-9.78078;9.10550;2.72033;-2.43367;0.20249;-5.86173;19.44444;6.47195;-0.05061;2.84620
2008-04-01;-0.68329;4.17981;0.18692;5.24518;1.35949;-3.36774;0.86134;1.90712;11.62791;-20.44302;-0.15840;1.59659
2008-05-01;-0.60590;2.74116;-5.97015;12.58422;2.47800;0.62992;0.42249;1.63794;8.33333;-15.11587;-0.13764;2.98586
2008-06-01;-0.26655;-3.57348;-3.37302;7.75689;5.04425;-2.17732;0.61976;2.44895;-1.92308;20.80027;-0.11462;1.98372
2008-07-01;-0.44430;-6.45247;-2.05339;0.29912;2.60991;-9.53606;0.98485;-0.05932;0.00000;10.00339;-0.14308;2.49377
2008-08-01;-1.58578;2.06675;-8.80503;-14.67384;2.33386;8.55759;0.50781;2.34957;-5.88235;-14.91044;-0.20583;-3.16302
2008-09-01;-4.38020;-4.99902;-0.45977;-14.13644;-0.29655;-8.20171;0.57267;-2.54897;-10.41667;46.39562;-0.32797;-1.05528
2008-10-01;1.00108;-21.28827;-9.23788;-26.38212;-4.86439;-15.64694;0.41282;-6.20114;-9.30233;101.92145;-0.34001;-5.33266
2008-11-01;-1.29816;-9.58677;-1.01781;-26.72389;-4.96583;-3.72267;0.18430;-3.00138;-25.64103;2.43808;-0.54881;-5.15021
2008-12-01;-2.83149;-0.60604;-3.08483;-23.84211;-5.85481;-1.35854;0.00137;-5.86864;-41.37931;-16.45638;-0.51495;-3.33710
2009-01-01;-2.47926;-0.60234;-10.87533;8.74333;-3.00370;-5.74978;0.07349;-1.26486;29.41176;-14.65529;-0.57991;0.17554
2009-02-01;-0.61088;-6.80822;10.71429;-0.26419;0.26006;-5.75312;-0.13000;3.10172;-13.63636;1.98627;-0.56092;-1.10981
2009-03-01;-1.55030;-5.98863;-8.87097;7.42236;-4.12453;5.69229;-0.20050;5.31579;5.26316;-1.70082;-0.61509;-0.70880
2009-04-01;-0.79915;12.65465;-0.58997;7.82427;-3.19100;-3.78539;-0.15331;1.08835;40.00000;-15.02752;-0.50493;0.59488
2009-05-01;-0.97531;6.54884;11.57270;14.18957;-3.64840;8.49771;-0.16592;-2.30034;0.00000;-15.98844;-0.26930;1.00532
2009-06-01;-0.30464;2.81002;4.52128;19.73220;-8.60897;-0.26533;0.00000;-0.03099;10.71429;-8.87343;-0.35521;1.93208
2009-07-01;1.19443;1.19740;4.58015;-6.08383;-8.07728;13.96197;-0.19558;-2.32635;-6.45161;-10.21853;-0.26106;-0.91901
2009-08-01;1.11698;8.27132;1.70316;12.52900;-8.01822;27.56355;-0.00506;0.56183;-3.44828;-3.15557;-0.13853;1.44928
2009-09-01;0.85574;3.71805;-7.65550;-6.70594;-8.77615;-35.37346;-0.05428;-3.81717;-21.42857;-1.62006;-0.18317;-0.51429
2009-10-01;0.22905;2.16622;2.59067;7.57375;-5.84236;10.91767;0.08929;-0.99438;31.81818;-2.70551;-0.13821;0.63182
2009-11-01;0.40227;1.47102;-5.30303;5.34902;-9.78219;4.39675;0.05932;-1.21701;-6.89655;-1.91022;-0.00154;1.25571
2009-12-01;0.33073;2.36811;-6.13333;-2.87709;-3.14299;2.20089;0.14845;0.76572;-7.40741;-10.71695;-0.19376;0.39459
2010-01-01;1.07007;1.52163;-1.98864;2.29800;-11.22337;-3.46508;0.26847;1.27863;12.00000;-2.80791;-0.00924;2.13363
2010-02-01;0.34320;-2.89455;-2.60870;-3.17099;-10.42738;-5.30616;0.02883;-1.05551;-3.57143;9.18872;-0.07165;-0.49478
2010-03-01;0.72036;6.23088;13.39286;6.88155;-11.74630;14.12506;0.20041;0.63969;0.00000;-21.17395;0.12567;1.27072
2010-04-01;0.35189;4.22997;10.76115;7.59917;-6.06043;-2.70133;0.10000;3.01671;7.40741;-1.93110;0.19251;0.60011
2010-05-01;1.37399;-5.96636;-33.64929;-10.46023;-8.75430;5.02881;0.05565;-1.58340;10.34483;83.24711;0.40733;0.21692
2010-06-01;0.21559;-3.76753;8.92857;-1.55979;-1.92730;-3.59102;-0.02097;-1.26895;-12.50000;-6.30494;-0.11022;-0.70346
2010-07-01;0.38357;-0.60312;-7.21311;1.09561;-4.36267;3.01776;-0.02326;-3.64011;-3.57143;-14.54430;-0.06207;0.32698
2010-08-01;0.36606;0.62311;-0.35336;1.93113;-7.11691;0.55239;0.11221;-2.43170;0.00000;-3.20486;0.00230;0.43455
2010-09-01;0.28783;3.39534;12.41135;1.03964;-3.94251;-0.76577;0.33670;-1.18959;-18.51852;-9.00468;-0.06364;0.00000
2010-10-01;-0.27214;4.67345;-8.20189;6.19766;1.27524;4.12682;0.13714;-3.11609;22.72727;-9.52270;0.21482;0.91942
2010-11-01;0.07948;2.65207;-1.37457;3.15733;22.45497;-0.91832;0.19273;0.96600;11.11111;-1.36266;0.10259;0.58950
2010-12-01;0.97953;3.97169;13.58885;7.23785;0.90795;2.47967;0.12175;0.99326;0.00000;-12.57068;0.06271;1.06553
2011-01-01;-0.20377;3.27078;-5.82822;5.55151;14.83098;1.59461;0.56687;-0.85510;13.33333;-1.44594;0.00229;1.58144
2011-02-01;-0.42979;3.02302;-12.05212;7.45188;17.17344;2.14743;0.46523;-0.10670;0.00000;0.66126;0.16432;1.60872
2011-03-01;1.06352;-1.17207;11.11111;10.53563;5.55926;1.36075;0.76464;-1.07817;35.29412;18.89546;0.17092;1.73647
2011-04-01;-0.35060;2.27506;3.33333;7.51496;2.56981;0.50532;0.38142;1.87415;0.00000;-21.61547;0.24833;1.95783
2011-05-01;0.13347;0.33997;-1.61290;-6.70933;3.78288;-7.84932;0.38395;-2.46634;-10.86957;4.10877;0.07599;0.49237
2011-06-01;0.28706;-3.81826;-1.31148;-1.00520;3.01502;-3.20847;0.25337;-0.86262;-7.31707;13.25585;0.17615;-0.09799
2011-07-01;0.47466;3.07904;-1.66113;2.75870;9.62093;7.01666;0.42503;-1.47143;-10.52632;0.38802;0.04244;0.34331
2011-08-01;0.63899;-11.20810;1.01351;-5.77392;16.42664;-0.91195;0.50420;-2.87327;2.94118;82.18245;0.09925;-0.68426
2011-09-01;-0.07235;-1.23543;1.67224;2.37187;4.24314;5.96636;0.45638;-0.22080;-5.71429;4.28463;0.16878;0.24606
2011-10-01;0.69906;2.59672;3.94737;-2.91031;6.64119;2.80024;0.09407;-0.19886;-3.03030;-10.13127;0.15943;-1.27639
2011-11-01;-0.00115;1.80804;3.79747;1.11191;-0.02233;0.09468;0.09485;1.19580;0.00000;-2.70231;0.10863;0.14918
2011-12-01;0.52513;1.30517;3.96341;-2.61591;11.42204;0.40020;0.18995;0.30579;-3.12500;-21.58383;0.15147;-0.79444
2012-01-01;0.60836;4.78527;-1.75953;2.61007;3.33841;4.32671;0.28330;-1.07031;6.45161;-19.24183;0.25658;0.45045
2012-02-01;0.32745;4.40479;9.25373;7.80677;-4.60269;4.02918;-0.03144;1.95676;0.00000;-8.93563;0.20864;0.44843
2012-03-01;-0.51907;2.40555;-3.27869;5.12747;5.29339;-2.54424;0.19428;5.09228;18.18182;-12.23217;0.16776;1.28968
2012-04-01;0.72708;-0.39542;0.00000;-4.80192;3.25028;1.19912;0.19476;-1.47155;-17.94872;10.24123;0.06206;-0.24486
2012-05-01;0.19641;-3.32390;4.51977;-7.60510;-0.16393;-1.84847;0.07509;-1.95140;-6.25000;17.83548;0.07995;-0.88365
2012-06-01;0.01087;-1.59145;-2.70270;-13.76099;2.31807;-0.20006;0.19895;-0.44131;3.33333;0.61487;0.05450;-1.04012
2012-07-01;0.20134;2.79237;2.50000;7.84278;0.96260;-0.60137;0.06932;-0.47970;-3.22581;-16.88789;0.10820;0.15015
2012-08-01;-0.39522;2.92951;1.62602;10.46352;-3.95531;0.44506;0.17063;-0.30898;20.00000;-10.66379;0.13119;1.29935
2012-09-01;-0.06968;3.11932;2.66667;-0.43439;2.21932;4.53475;0.06830;-0.70606;-8.33333;-2.58024;0.13623;0.83868
2012-10-01;0.31284;-0.56513;-7.01299;-1.02142;-0.57353;-1.78157;0.18728;1.12359;-6.06061;6.48656;0.11895;-0.44031
2012-11-01;0.40136;-2.87778;9.49721;-2.37425;-0.49236;4.22117;0.17458;2.55314;0.00000;2.61556;0.11806;-0.83538
2012-12-01;0.26998;2.21611;1.78571;0.39926;-4.03223;0.03882;0.18023;3.40612;3.22581;3.84744;0.18023;-0.14866
2013-01-01;0.00458;4.45030;11.77945;3.16547;-1.95489;2.27008;0.14172;6.28663;3.12500;-22.13533;0.13992;0.49628
2013-02-01;0.47901;2.23917;0.22422;2.73595;3.76333;0.30355;-0.00805;4.42799;0.00000;4.20128;0.21070;0.88889
2013-03-01;0.41095;2.58200;-0.67114;-6.52864;-2.18129;-0.88267;0.09365;1.90150;-3.03030;-7.39827;0.10476;-0.14684
2013-04-01;-0.11405;1.01315;-0.67568;-5.73946;-7.85284;0.57248;0.18712;3.15309;-3.12500;7.18085;0.13708;-0.24510
2013-05-01;0.09185;4.43339;-2.94785;0.30363;-1.40804;0.46170;-0.08493;3.23293;0.00000;-3.39104;0.15750;0.29484
2013-06-01;0.18747;-1.28861;9.81308;0.35186;-1.62736;1.66835;0.22245;-3.65011;-3.22581;27.99737;0.13153;0.09799
2013-07-01;-0.31902;3.43500;-20.21277;4.87146;-0.46701;-0.79262;0.08608;2.50705;3.33333;-19.08899;0.08953;0.04895
2013-08-01;0.58640;0.27657;1.60000;3.10125;2.49028;-1.21091;0.11257;-1.86656;-3.22581;1.68488;0.17816;-0.09785
2013-09-01;0.53585;1.14831;5.77428;0.28401;-1.23134;0.18955;0.02864;1.42899;10.00000;3.39198;0.13540;-0.14691
2013-10-01;-0.11875;2.16434;10.17370;-2.25812;-1.13902;-0.81983;0.09726;-1.45147;-9.09091;4.87222;0.16080;-0.68661
2013-11-01;0.24600;3.32209;0.45045;-1.17763;1.29989;2.23819;0.08286;2.35623;-3.33333;-16.12055;0.19921;-0.64198
2013-12-01;0.21125;1.39909;-2.91480;2.75036;-0.98283;-1.51751;0.09876;3.38382;3.44828;9.81415;0.04005;0.39761
2014-01-01;-0.37728;1.05931;2.30947;-2.38265;-2.69358;-1.39564;0.13015;0.29135;3.33333;0.34224;0.13395;0.89109
2014-02-01;0.75931;-0.21928;-5.19187;0.72402;-1.79698;2.42731;0.38408;-1.57685;3.22581;8.63038;0.11559;0.93229
2014-03-01;1.01074;2.68318;-3.57143;-1.30355;1.80197;6.20271;0.43399;0.20980;0.00000;-4.09395;0.20115;0.63199
2014-04-01;0.06465;-0.36842;-0.49383;0.25519;11.21522;-1.70739;0.33022;0.11595;0.00000;-4.30401;0.22538;0.62802
2014-05-01;0.40936;1.02424;11.91067;1.65547;5.02507;2.64750;0.48375;-0.66795;3.12500;-12.13442;0.14606;-0.14402
2014-06-01;0.33171;3.15032;-7.31707;2.05967;0.71473;2.21159;0.09818;0.28401;-6.06061;-7.48530;0.24043;0.14423
2014-07-01;0.21219;1.13529;-3.82775;-4.49666;-2.07236;-1.36447;0.24274;-0.31633;6.45161;6.54109;0.17503;-0.14402
2014-08-01;-0.15571;-0.60546;13.43284;-4.83298;-6.63874;-0.21995;0.22900;1.18322;-3.03030;9.72272;0.13014;-0.48077
2014-09-01;0.31308;1.39007;3.07018;-4.44518;-0.45160;-1.62422;0.28221;4.35374;-6.25000;-0.18706;0.22046;-0.28986
2014-10-01;0.01126;-3.06010;1.27660;-9.95578;2.63018;-1.19700;0.15789;0.55913;-3.33333;34.09923;0.17196;-1.45349
2014-11-01;0.63211;5.63292;-7.14286;-9.13618;-0.11572;1.15183;0.21563;7.65839;-3.44828;-25.72466;0.20314;-1.22911
2014-12-01;-0.00550;0.39594;12.44344;-21.52989;-1.89686;1.35111;0.34353;2.60009;0.00000;21.46485;0.19845;-1.94126
2015-01-01;-0.78217;-0.99940;3.62173;-23.38253;0.77192;-1.56014;-0.01624;-0.89952;-10.71429;17.35318;0.13963;-2.53807
2015-02-01;-0.65413;2.80619;4.85437;21.64177;-0.19470;-0.11236;0.12104;0.43129;12.00000;-16.81681;0.19137;-0.46875
2015-03-01;-0.32041;0.11675;-11.11111;-3.80416;0.86636;5.94991;-0.17161;1.37634;7.14286;-6.86286;0.06675;0.20931
2015-04-01;-0.56961;0.79760;4.58333;6.51123;3.22194;-1.13433;-0.02845;-0.73508;-13.33333;-8.89752;0.19656;-0.31332
2015-05-01;-0.45534;0.52950;0.00000;7.64514;0.13882;1.33386;0.09634;1.07812;7.69231;-1.15794;0.23867;1.30959
2015-06-01;-0.30253;-0.39546;-4.38247;-4.05349;2.29368;-0.22310;0.28346;2.41779;-3.57143;7.50493;0.11022;0.72389
2015-07-01;0.62412;-0.46157;5.41667;-7.99708;1.27122;2.39812;0.08909;-0.32956;3.70370;0.08876;0.20749;-0.46201
2015-08-01;-0.15924;-2.66082;2.37154;-17.76180;1.81800;0.39852;0.23669;-0.24904;0.00000;35.36598;0.09930;-1.03146
2015-09-01;-0.29075;-4.53235;-11.96911;2.38242;4.57905;-0.59812;0.30273;-2.32203;0.00000;25.47366;0.09498;-1.45909
2015-10-01;-0.46060;3.67864;5.70175;1.69417;2.95151;-0.06017;0.10584;-0.08283;-3.57143;-31.12587;0.22423;-0.84611
2015-11-01;-0.74750;2.44159;4.56432;-8.59463;2.53193;0.24083;-0.09246;2.16169;0.00000;-3.45182;0.15850;-0.96000
2015-12-01;-0.50202;-1.52479;8.33333;-14.14615;1.79034;-4.42831;-0.12836;-0.82203;-3.70370;11.19960;0.19116;-1.18471
2016-01-01;0.52234;-6.97162;-7.50916;-19.22344;0.95926;3.14803;0.05922;-2.80282;-3.84615;31.58001;0.07898;-0.49046
2016-02-01;-0.54517;-1.04980;2.37624;4.82744;3.14416;0.23264;0.10187;-3.05372;0.00000;-5.06324;0.15014;-0.71194
2016-03-01;-0.73084;6.56757;2.90135;18.73422;-0.47430;-4.44850;-0.23209;-1.46905;8.00000;-29.61278;0.17781;0.44126
2016-04-01;0.28129;2.83786;8.27068;8.82711;0.20647;2.18611;0.08305;-2.99281;3.70370;-9.77100;0.13225;0.60406
2016-05-01;-0.21845;-0.34565;-0.86806;12.40653;1.35291;0.14715;-0.15268;-0.64244;-14.28571;3.86268;0.03128;1.14629
2016-06-01;0.48416;1.03799;-2.45184;3.21954;-0.07986;0.22605;-0.06980;-3.21291;8.33333;19.67088;0.17443;1.24123
2016-07-01;0.10990;3.20864;12.74686;-6.83016;0.23506;2.10882;-0.01009;-1.10100;3.84615;-25.96998;0.25182;0.05330
2016-08-01;-0.08155;1.48125;-8.43949;1.98243;5.70863;-1.00503;0.03553;-2.83397;-7.40741;-5.76764;0.10310;-0.58604
2016-09-01;-0.09701;-0.71700;-2.95652;1.58079;-3.37026;0.16177;0.01049;0.53935;-4.00000;14.67760;0.20530;0.16077
2016-10-01;0.07359;-0.80734;3.04659;6.34485;-4.66821;-0.01114;0.01614;2.08599;0.00000;2.57192;0.07450;-0.10701
2016-11-01;-0.39197;1.36948;-0.69565;-9.66894;0.65125;-0.90231;-0.02865;4.36494;0.00000;4.46309;0.08203;-0.21425
2016-12-01;0.69775;4.24325;-1.75131;19.16750;2.64921;2.72594;-0.00646;6.96688;-8.33333;-18.13977;0.15291;1.01986
2017-01-01;-0.23498;1.20479;2.13904;2.37892;2.57043;-3.41960;0.13725;-0.97070;18.18182;-6.92635;0.15542;1.32837
2017-02-01;-0.37096;2.30276;2.44328;0.53655;0.48372;0.26626;0.27009;-1.70670;3.84615;-0.67169;0.14557;0.47195
2017-03-01;0.64420;1.20081;7.66610;-5.97849;-8.55599;-3.60472;0.20464;0.00438;-7.40741;3.18546;0.08776;-0.05219
2017-04-01;0.95078;-0.18758;-5.37975;1.39325;-8.24572;0.61544;0.13842;-2.50231;0.00000;10.40938;0.13495;0.78329
2017-05-01;0.12039;1.33819;6.18729;-3.78790;-4.29571;-0.49516;0.15345;1.95532;4.00000;-17.31112;0.14777;-0.10363
2017-06-01;0.19445;1.60492;-2.51969;-7.86532;-0.81907;0.28687;-0.08081;-1.18452;0.00000;-3.20961;0.13594;0.41494
2017-07-01;-0.22786;0.80903;-7.59289;4.55137;0.45558;0.62464;0.16615;1.35502;0.00000;-2.36965;0.12552;-0.05165
2017-08-01;-0.43009;-0.14915;-2.79720;6.65403;-2.66116;-1.07907;0.11352;-2.30396;0.00000;16.67058;0.09198;0.15504
2017-09-01;0.10475;1.69447;14.56835;8.60374;0.78586;7.40133;0.14253;0.86413;3.84615;-12.83982;0.06262;0.51600
2017-10-01;1.23235;2.75822;-1.72684;2.41282;4.12302;0.92284;0.08851;1.93071;-11.11111;-2.99430;0.10000;0.05133
2017-11-01;0.25901;1.23740;13.57827;9.05333;-3.57176;-2.59171;0.05855;-0.08481;4.16667;4.09880;0.15563;0.51308
2017-12-01;0.19514;2.71859;-11.39241;2.64628;0.82784;-0.64434;0.20741;0.10769;8.00000;-2.61825;0.09907;0.20419
2018-01-01;-0.06249;4.47149;-6.34921;7.30669;1.91939;-3.97495;0.26260;-1.83242;0.00000;7.77321;0.09897;0.81508
2018-02-01;0.36659;-3.11857;4.74576;-5.44285;-1.60912;1.57778;-0.04477;-2.61651;0.00000;103.07325;0.26208;0.70743
2018-03-01;0.47020;0.19348;9.87055;1.07041;11.48433;1.23230;0.04004;-1.78122;3.70370;-15.31702;0.15265;0.00000
2018-04-01;1.07850;-1.70344;-5.44919;9.22393;5.26704;-0.44163;0.19892;1.51761;-3.57143;-3.97497;0.09846;0.50176
2018-05-01;-0.92475;1.96312;3.11526;6.75289;2.07177;1.39331;-0.00119;1.88748;3.70370;-22.67988;0.22166;1.44783
2018-06-01;0.78259;2.18706;-3.92749;-3.33935;0.34150;-0.48236;0.11983;0.34245;7.14286;-3.16081;0.14319;0.49213
2018-07-01;0.13664;1.31997;-1.25786;-0.20250;-1.29880;-0.64251;0.17024;1.32391;-3.33333;-3.87829;0.03692;0.04897
2018-08-01;0.72319;2.23821;-5.57325;-2.32422;-3.42670;-0.36871;0.13841;-0.47025;3.44828;-4.56860;0.16843;-0.44053
2018-09-01;0.03593;1.39351;0.33727;8.77277;1.25133;1.20701;0.13900;0.99178;-10.00000;2.89767;0.05828;0.09833
2018-10-01;-0.17134;-4.56931;-6.89076;2.71409;-1.93452;1.20950;-0.05191;0.55706;7.40741;49.89454;0.10980;0.49116
2018-11-01;0.05869;-2.32736;12.81588;-20.09571;2.53317;0.38908;0.28209;0.54664;-3.44828;0.19054;0.06487;-1.12414
2018-12-01;-0.00587;-6.01782;-12.64000;-11.40701;-0.81751;0.08859;0.38841;-1.00457;-3.57143;28.69718;0.12164;-0.64261
2019-01-01;-0.59772;1.93222;8.24176;3.56888;-3.30266;-6.45572;0.25637;-2.88677;0.00000;-21.56351;0.17223;-0.94527
2019-02-01;-0.52606;6.01461;7.95262;7.66031;0.03743;0.20698;0.28067;1.35783;-3.70370;-22.18358;0.00333;0.05023
2019-03-01;-0.00058;1.57010;10.50157;3.40534;-0.79956;4.64444;0.16637;0.63771;-3.84615;-4.89338;0.15127;0.80321
2019-04-01;-0.56453;3.42149;-1.41844;7.70316;1.52006;-4.87255;-0.13816;0.44724;0.00000;-10.60521;0.20493;0.64741
2019-05-01;0.16734;-1.73282;-13.38129;0.11848;-1.33193;6.87100;0.19159;-1.49586;16.00000;29.13551;0.02523;-0.19792
2019-06-01;0.06844;0.92249;26.74419;-9.95156;1.34245;-1.17601;0.05197;-1.73033;-6.89655;-5.29738;0.13542;-0.69410
2019-07-01;-0.45439;3.62786;-12.31979;-0.46927;3.48266;-0.47151;0.04148;0.20160;-3.70370;-15.97683;0.05966;0.19970
2019-08-01;0.73689;-3.44226;7.62332;-7.63044;6.23909;0.72190;0.08874;-1.93720;3.84615;42.63656;0.14642;-0.74738
2019-09-01;-0.23731;2.82301;-0.69444;6.41045;-0.28376;-0.63273;0.22339;1.27261;3.70370;-18.02031;0.13430;-0.40161
2019-10-01;-0.90636;-0.23841;0.83916;-4.95589;4.75277;-3.71351;0.21981;0.55497;-10.71429;-0.59437;0.06607;0.10081
2019-11-01;0.53719;4.29024;-1.52566;5.85946;0.88896;2.96717;0.23667;0.66682;0.00000;-19.02834;0.13733;0.20141
2019-12-01;-0.25845;2.31281;-2.39437;6.33621;-0.70028;-0.24440;0.16728;0.22328;-8.00000;9.84682;0.08308;0.00000
2020-01-01;-0.49782;3.18740;-1.15440;-5.31366;1.37597;-4.04535;0.29906;0.15189;8.69565;1.33961;0.16668;0.15075
2020-02-01;0.25272;0.02874;2.04380;-12.55149;0.34464;1.09851;0.27061;0.69812;-4.00000;40.80062;0.17363;-1.30457
2020-03-01;-3.90208;-19.94183;-12.87554;-42.48457;-6.91218;-31.07013;0.28591;-2.14688;-8.33333;194.14118;-0.92641;-1.83020
2020-04-01;-13.38146;3.61923;-6.56814;-42.58758;-16.39061;-24.72733;1.38019;0.06628;-4.54545;-28.20212;-13.57009;-3.93578
2020-05-01;1.62569;6.41873;22.31986;59.85498;-7.57956;42.05343;0.65855;-0.49995;52.38095;-25.46644;2.00811;1.67116
2020-06-01;6.50121;6.91512;34.48276;37.06011;-1.02257;7.93689;0.55465;0.35278;-6.25000;0.72028;3.46888;1.37858
2020-07-01;3.76999;3.37577;8.86752;7.38910;14.43354;12.80177;-0.38504;-0.83322;0.00000;-13.75049;1.15143;0.94142
2020-08-01;0.91954;5.93931;0.98135;3.45456;-2.98665;3.85496;0.13964;-0.62706;3.33333;-14.72006;1.10169;0.67358
2020-09-01;-0.04557;-0.85033;-3.98445;-8.55341;-10.52193;5.68440;0.04202;-0.39977;-16.12903;20.78722;0.74303;0.61760
2020-10-01;0.61016;2.18186;3.94737;-1.75998;-11.76499;-0.63804;0.20852;-0.35943;0.00000;6.47802;0.47455;0.51151
2020-11-01;0.44302;4.25157;-15.96884;6.22758;-2.84559;-1.54834;0.02967;-0.76363;7.69231;-15.09287;0.18808;0.91603
2020-12-01;1.15532;5.24387;1.15875;17.10201;-5.70877;3.94392;0.40085;-0.58509;-10.71429;-10.48752;-0.17021;1.10943
2021-01-01;0.82490;3.28851;3.20733;9.56194;-12.50113;-2.48065;0.17322;-0.00665;20.00000;11.33413;0.27926;2.14464
2021-02-01;-3.45118;2.90281;-15.09434;13.69719;0.32515;-3.32552;0.10102;1.53103;10.00000;-7.10347;0.36875;2.83203
2021-03-01;2.89459;0.24711;11.11111;5.03159;13.32574;13.75342;0.14254;3.15225;-6.06061;-5.60697;0.57932;2.08927
