"","H","period","YEAR","QUARTER","ID","INDUSTRY","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","nbin_tot","openL","openR","n.b.mode","prob.mode","mode","mean","var","median"
"6507",1,0,2009,1,431,1,0,0,0,0,0,0,0.1,0.2,0.3,0.4,NA,0.4,0,1,1,0.4,-3.5,-1.9,2.39,-1.66666666666667
"6508",1,0,2009,1,446,2,0,0,0,0,0,0,0,0.1,0.4,0.5,NA,0.3,0,1,1,0.5,-3.5,-2.4,1.70666666666667,-3.5
"6509",1,0,2009,1,463,2,0,0,0,0,0,0,0,0.05,0.5,0.45,NA,0.3,0,1,1,0.5,-1.5,-2.35,1.51083333333333,-1.9
"6510",1,0,2009,1,472,2,0,0,0,0,0,0,0,0.1,0.65,0.25,NA,0.3,0,1,1,0.65,-1.5,-1.9,1.19,-1.61538461538462
"6511",1,0,2009,1,483,3,0,0,0,0,0,0.1,0.15,0.15,0.2,0.4,NA,0.5,0,1,1,0.4,-3.5,-1.55,3.5975,-1.5
"6513",1,0,2009,1,504,1,0,0,0,0,0,0,0.3,0.5,0.2,0,NA,0.3,0,0,1,0.5,-0.5,-0.4,0.573333333333333,-0.4
"6515",1,0,2009,1,507,3,0,0,0,0,0,0,0,0.03,0.75,0.22,NA,0.3,0,1,1,0.75,-1.5,-1.91,0.9719,-1.62666666666667
"6516",1,0,2009,1,508,2,0,0,0,0,0,0,0.05,0.1,0.3,0.55,NA,0.4,0,1,1,0.55,-3.5,-2.4,2.14,-3.5
"6517",1,0,2009,1,510,2,0,0,0,0,0,0,0.5,0.25,0.25,0,NA,0.3,0,0,1,0.5,0.5,-0.25,0.770833333333333,0
"6518",1,0,2009,1,512,2,0,0,0,0,0,0,0.1,0.4,0.4,0.1,NA,0.4,0,1,2,0.4,-1,-1.1,1.19,-1
"6519",1,0,2009,1,516,1,0,0,0,0,0,0,0,0.15,0.25,0.6,NA,0.3,0,1,1,0.6,-3.5,-2.55,1.93083333333333,-3.5
"6520",1,0,2009,1,518,2,0,0,0,0,0,0,0,0.1,0.2,0.7,NA,0.3,0,1,1,0.7,-3.5,-2.8,1.76,-3.5
"6521",1,0,2009,1,520,2,0,0,0,0,0,0,0,0.25,0.5,0.25,NA,0.3,0,1,1,0.5,-1.5,-1.75,1.4375,-1.5
"6522",1,0,2009,1,524,2,0,0,0,0,0,0.05,0.15,0.2,0.2,0.4,NA,0.5,0,1,1,0.4,-3.5,-1.65,3.1775,-1.5
"6523",1,0,2009,1,526,2,0,0,0,0,0,0,0.05,0.2,0.5,0.25,NA,0.4,0,1,1,0.5,-1.5,-1.7,1.61,-1.5
"6524",1,0,2009,1,528,1,0,0,0,0,0,0,0,0.2,0.5,0.3,NA,0.3,0,1,1,0.5,-1.5,-1.9,1.52333333333333,-1.6
"6525",1,0,2009,1,532,2,0,0,0,0,0,0,0.1,0.3,0.6,0,NA,0.3,0,0,1,0.6,-1.5,-1,0.533333333333334,-1.16666666666667
"6526",1,0,2009,1,535,1,0,0,0,0,0,0,0,0.05,0.35,0.6,NA,0.3,0,1,1,0.6,-3.5,-2.65,1.61083333333333,-3.5
"6527",1,0,2009,1,538,2,0,0,0,0,0,0,0.05,0.05,0.3,0.6,NA,0.4,0,1,1,0.6,-3.5,-2.55,2.03083333333333,-3.5
"6528",1,0,2009,1,540,2,0,0,0,0,0,0,0,0.1,0.4,0.5,NA,0.3,0,1,1,0.5,-3.5,-2.4,1.70666666666667,-3.5
"6529",1,0,2009,1,541,1,0,0,0,0,0,0,0,0.1,0.5,0.4,NA,0.3,0,1,1,0.5,-1.5,-2.2,1.56,-1.8
"6530",1,0,2009,1,542,1,0,0,0,0,0.05,0.05,0.1,0.2,0.2,0.4,NA,0.6,0,1,1,0.4,-3.5,-1.55,3.7975,-1.5
"6531",1,0,2009,1,543,1,0,0,0,0,0,0,0,0,0.4,0.6,NA,0.2,0,1,1,0.6,-3.5,-2.7,1.44333333333333,-3.5
"6532",1,0,2009,1,544,1,0,0,0,0,0,0,0.05,0.15,0.25,0.55,NA,0.4,0,1,1,0.55,-3.5,-2.35,2.2775,-3.5
"6533",1,0,2009,1,546,1,0,0.005,0.005,0.01,0.03,0.05,0.1,0.2,0.25,0.35,NA,0.9,0,1,1,0.35,-3.5,-1.415,3.91444166666667,-1.4
"6534",1,0,2009,1,548,2,0,0,0,0,0,0,0,0.05,0.35,0.6,NA,0.3,0,1,1,0.6,-3.5,-2.65,1.61083333333333,-3.5
"6535",1,0,2009,1,549,1,0,0,0,0,0,0,0,0.1,0.65,0.25,NA,0.3,0,1,1,0.65,-1.5,-1.9,1.19,-1.61538461538462
"6536",1,0,2009,1,552,1,0,0,0,0,0,0,0,0,0.25,0.75,NA,0.2,0,1,1,0.75,-3.5,-3,1.33333333333333,-3.5
"6537",1,0,2009,1,553,2,0,0,0,0,0,0,0.05,0.1,0.5,0.35,NA,0.4,0,1,1,0.5,-1.5,-2,1.76666666666667,-1.7
"6538",1,0,2009,1,555,1,0,0,0,0,0,0,0,0.2,0.3,0.5,NA,0.3,0,1,1,0.5,-3.5,-2.3,1.97666666666667,-3.5
"6540",1,0,2009,1,557,1,0,0,0,0,0,0.005,0.08,0.31,0.42,0.185,NA,0.5,0,1,1,0.42,-1.5,-1.385,1.60844166666667,-1.25
"6541",1,0,2009,1,559,1,0,0,0,0,0.02,0.03,0.1,0.15,0.3,0.4,NA,0.6,0,1,1,0.4,-3.5,-1.78,3.0116,-1.66666666666667
"6542",1,0,2009,1,560,2,0,0,0,0,0,0.05,0.05,0.4,0.45,0.05,NA,0.5,0,1,1,0.45,-1.5,-0.95,1.06416666666667,-1
"6669",1,1,2010,1,407,2,0,0,0,0.55,0.45,0,0,0,0,0,0,0.181818181818182,0,0,1,0.55,3.5,3.05,0.330833333333333,3.09090909090909
"6670",1,1,2010,1,411,2,0,0,0.1,0.45,0.35,0.1,0,0,0,0,0,0.363636363636364,0,0,1,0.45,3.5,3.05,0.730833333333335,3.11111111111111
"6671",1,1,2010,1,420,2,0,0,0,0.6,0.4,0,0,0,0,0,0,0.181818181818182,0,0,1,0.6,3.5,3.1,0.323333333333332,3.16666666666667
"6672",1,1,2010,1,421,2,0,0,0,0.25,0.5,0.2,0.05,0,0,0,0,0.363636363636364,0,0,1,0.5,2.5,2.45,0.730833333333335,2.5
"6673",1,1,2010,1,422,1,0.1,0.15,0.2,0.2,0.15,0.1,0.05,0.02,0.01,0.01,0.01,1,1,1,2,0.2,4,3.535,4.27710833333333,3.75
"6675",1,1,2010,1,426,2,0,0,0.1,0.2,0.35,0.25,0.1,0,0,0,0,0.454545454545455,0,0,1,0.35,2.5,2.45,1.33083333333333,2.42857142857143
"6677",1,1,2010,1,446,2,0.04,0.03,0.16,0.4,0.3,0.04,0.03,0,0,0,0,0.636363636363636,1,0,1,0.4,3.5,3.37,1.43643333333333,3.325
"6678",1,1,2010,1,456,1,0,0,0.02,0.1,0.7,0.15,0.03,0,0,0,0,0.454545454545455,0,0,1,0.7,2.5,2.43,0.528433333333331,2.45714285714286
"6679",1,1,2010,1,463,2,0,0.02,0.13,0.4,0.35,0.08,0.02,0,0,0,0,0.545454545454545,0,0,1,0.4,3.5,3.1,0.983333333333333,3.125
"6680",1,1,2010,1,472,2,0,0,0.2,0.7,0.1,0,0,0,0,0,0,0.272727272727273,0,0,1,0.7,3.5,3.6,0.373333333333335,3.57142857142857
"6681",1,1,2010,1,483,3,0.05,0.1,0.2,0.45,0.2,0,0,0,0,0,0,0.454545454545455,1,0,1,0.45,3.5,3.85,1.21083333333334,3.66666666666667
"6682",1,1,2010,1,484,2,0,0,0.02,0.1,0.38,0.28,0.12,0.08,0.02,0,0,0.636363636363636,0,0,1,0.38,2.5,1.8,1.57333333333333,2
"6683",1,1,2010,1,498,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0.181818181818182,0,0,2,0.5,3,3,0.333333333333334,3
"6685",1,1,2010,1,506,2,0,0,0.15,0.4,0.35,0.1,0,0,0,0,0,0.363636363636364,0,0,1,0.4,3.5,3.1,0.823333333333331,3.125
"6686",1,1,2010,1,507,3,0,0,0.11,0.3,0.32,0.2,0.07,0,0,0,0,0.454545454545455,0,0,1,0.32,2.5,2.68,1.27093333333333,2.71875
"6687",1,1,2010,1,508,2,0.01,0.02,0.05,0.4,0.42,0.07,0.02,0.01,0,0,0,0.727272727272727,1,0,1,0.42,2.5,2.96,1.05173333333333,2.95238095238095
"6688",1,1,2010,1,510,2,0.1,0.1,0.1,0.5,0.2,0,0,0,0,0,0,0.454545454545455,1,0,1,0.5,3.5,3.9,1.52333333333333,3.6
"6689",1,1,2010,1,516,1,0,0,0.05,0.15,0.6,0.15,0.05,0,0,0,0,0.454545454545455,0,0,1,0.6,2.5,2.5,0.783333333333332,2.5
"6690",1,1,2010,1,518,2,0,0,0,0.15,0.7,0.15,0,0,0,0,0,0.272727272727273,0,0,1,0.7,2.5,2.5,0.383333333333333,2.5
"6691",1,1,2010,1,520,2,0,0,0,0.5,0.5,0,0,0,0,0,0,0.181818181818182,0,0,2,0.5,3,3,0.333333333333334,3
"6692",1,1,2010,1,524,2,0,0,0,0.1,0.4,0.3,0.1,0.1,0,0,0,0.454545454545455,0,0,1,0.4,2.5,1.8,1.29333333333333,2
"6693",1,1,2010,1,527,2,0,0,0,0.55,0.45,0,0,0,0,0,0,0.181818181818182,0,0,1,0.55,3.5,3.05,0.330833333333333,3.09090909090909
"6694",1,1,2010,1,528,1,0,0,0,0.4,0.4,0.2,0,0,0,0,0,0.272727272727273,0,0,2,0.4,3,2.7,0.643333333333333,2.75
"6695",1,1,2010,1,532,2,0,0,0,0.3,0.5,0.2,0,0,0,0,0,0.272727272727273,0,0,1,0.5,2.5,2.6,0.573333333333336,2.6
"6696",1,1,2010,1,535,1,0,0,0.4,0.55,0.05,0,0,0,0,0,0,0.272727272727273,0,0,1,0.55,3.5,3.85,0.410833333333331,3.81818181818182
"6697",1,1,2010,1,538,2,0,0,0.1,0.45,0.35,0.05,0.05,0,0,0,0,0.454545454545455,0,0,1,0.45,3.5,3,0.933333333333335,3.11111111111111
"6698",1,1,2010,1,540,2,0,0,0,0.15,0.75,0.1,0,0,0,0,0,0.272727272727273,0,0,1,0.75,2.5,2.55,0.330833333333334,2.53333333333333
"6699",1,1,2010,1,541,1,0,0,0.3,0.5,0.2,0,0,0,0,0,0,0.272727272727273,0,0,1,0.5,3.5,3.6,0.573333333333334,3.6
"6700",1,1,2010,1,542,1,0.05,0.1,0.2,0.4,0.15,0.08,0.02,0,0,0,0,0.636363636363636,1,0,1,0.4,3.5,3.68,1.75093333333334,3.625
"6701",1,1,2010,1,546,1,0.05,0.1,0.2,0.3,0.15,0.1,0.05,0.03,0.02,0,0,0.818181818181818,1,0,1,0.3,3.5,3.33,3.08443333333333,3.5
"6702",1,1,2010,1,548,2,0,0,0,0.15,0.75,0.1,0,0,0,0,0,0.272727272727273,0,0,1,0.75,2.5,2.55,0.330833333333334,2.53333333333333
"6703",1,1,2010,1,549,1,0,0,0,0.6,0.4,0,0,0,0,0,0,0.181818181818182,0,0,1,0.6,3.5,3.1,0.323333333333332,3.16666666666667
"6704",1,1,2010,1,553,2,0,0,0.05,0.2,0.45,0.25,0.05,0,0,0,0,0.454545454545455,0,0,1,0.45,2.5,2.45,0.930833333333335,2.44444444444444
"6705",1,1,2010,1,555,1,0,0,0,0.1,0.8,0.1,0,0,0,0,0,0.272727272727273,0,0,1,0.8,2.5,2.5,0.283333333333333,2.5
"6706",1,1,2010,1,556,1,0,0.05,0.1,0.25,0.4,0.15,0.05,0,0,0,0,0.545454545454545,0,0,1,0.4,2.5,2.85,1.41083333333333,2.75
"6707",1,1,2010,1,557,1,0,0,0,0,0,0,0,0.01,0.01,0.97,0.01,0.363636363636364,0,1,1,0.97,-2.5,-2.485,0.158108333333333,-2.49484536082474
"6708",1,1,2010,1,558,1,0,0,0,0.3,0.7,0,0,0,0,0,0,0.181818181818182,0,0,1,0.7,2.5,2.8,0.293333333333334,2.71428571428571
"6709",1,1,2010,1,560,2,0,0,0.1,0.3,0.4,0.15,0.05,0,0,0,0,0.454545454545455,0,0,1,0.4,2.5,2.75,1.07083333333333,2.75
"6710",1,1,2010,1,564,2,0,0.02,0.03,0.15,0.5,0.25,0.05,0,0,0,0,0.545454545454545,0,0,1,0.5,2.5,2.42,0.976933333333333,2.4
"6711",1,1,2010,2,407,2,0,0,0,0.75,0.25,0,0,0,0,0,0,0.181818181818182,0,0,1,0.75,3.5,3.25,0.270833333333334,3.33333333333333
"6712",1,1,2010,2,411,2,0,0,0.1,0.45,0.35,0.1,0,0,0,0,0,0.363636363636364,0,0,1,0.45,3.5,3.05,0.730833333333335,3.11111111111111
"6713",1,1,2010,2,421,2,0,0,0.05,0.4,0.45,0.1,0,0,0,0,0,0.363636363636364,0,0,1,0.45,2.5,2.9,0.623333333333333,2.88888888888889
"6714",1,1,2010,2,422,1,0.1,0.17,0.25,0.18,0.1,0.05,0.05,0.05,0.02,0.02,0.01,1,1,1,1,0.25,4.5,3.545,5.24630833333333,4.08
"6717",1,1,2010,2,426,2,0,0,0.1,0.65,0.15,0.1,0,0,0,0,0,0.363636363636364,0,0,1,0.65,3.5,3.25,0.670833333333333,3.38461538461538
"6719",1,1,2010,2,431,1,0,0,0.05,0.4,0.25,0.15,0.1,0.05,0,0,0,0.545454545454545,0,0,1,0.4,3.5,2.5,1.68333333333333,2.8
"6720",1,1,2010,2,446,2,0,0.04,0.19,0.5,0.23,0.04,0,0,0,0,0,0.454545454545455,0,0,1,0.5,3.5,3.46,0.821733333333331,3.46
"6721",1,1,2010,2,456,1,0,0,0.05,0.4,0.45,0.1,0,0,0,0,0,0.363636363636364,0,0,1,0.45,2.5,2.9,0.623333333333333,2.88888888888889
"6723",1,1,2010,2,472,2,0,0,0.15,0.8,0.05,0,0,0,0,0,0,0.272727272727273,0,0,1,0.8,3.5,3.6,0.273333333333333,3.5625
"6724",1,1,2010,2,483,3,0,0.1,0.2,0.45,0.2,0.05,0,0,0,0,0,0.454545454545455,0,0,1,0.45,3.5,3.6,1.07333333333333,3.55555555555556
"6725",1,1,2010,2,484,2,0,0.02,0.14,0.36,0.33,0.14,0.01,0,0,0,0,0.545454545454545,0,0,1,0.36,3.5,3.04,1.07173333333333,3.05555555555556
"6726",1,1,2010,2,498,1,0,0,0,0.8,0.2,0,0,0,0,0,0,0.181818181818182,0,0,1,0.8,3.5,3.3,0.243333333333331,3.375
"6727",1,1,2010,2,504,1,0,0.05,0.3,0.35,0.2,0.1,0,0,0,0,0,0.454545454545455,0,0,1,0.35,3.5,3.5,1.18333333333334,3.57142857142857
"6728",1,1,2010,2,506,2,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0.272727272727273,0,0,1,0.6,3.5,3.5,0.483333333333334,3.5
"6729",1,1,2010,2,507,3,0,0,0,0.47,0.45,0.08,0,0,0,0,0,0.272727272727273,0,0,1,0.47,3.5,2.89,0.481233333333334,2.93333333333333
"6730",1,1,2010,2,510,2,0,0,0.1,0.8,0.1,0,0,0,0,0,0,0.272727272727273,0,0,1,0.8,3.5,3.5,0.28333333333333,3.5
"6731",1,1,2010,2,516,1,0,0.01,0.1,0.78,0.1,0.01,0,0,0,0,0,0.454545454545455,0,0,1,0.78,3.5,3.5,0.363333333333333,3.5
"6732",1,1,2010,2,518,2,0,0,0,0.15,0.7,0.15,0,0,0,0,0,0.272727272727273,0,0,1,0.7,2.5,2.5,0.383333333333333,2.5
"6733",1,1,2010,2,520,2,0,0,0,0.8,0.2,0,0,0,0,0,0,0.181818181818182,0,0,1,0.8,3.5,3.3,0.243333333333331,3.375
"6734",1,1,2010,2,524,2,0,0,0.1,0.3,0.4,0.1,0.1,0,0,0,0,0.454545454545455,0,0,1,0.4,2.5,2.7,1.24333333333333,2.75
"6735",1,1,2010,2,527,2,0,0,0.1,0.6,0.3,0,0,0,0,0,0,0.272727272727273,0,0,1,0.6,3.5,3.3,0.443333333333332,3.33333333333333
"6736",1,1,2010,2,528,1,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0.272727272727273,0,0,2,0.4,3,3.3,0.643333333333331,3.25
"6737",1,1,2010,2,532,2,0,0,0,0.7,0.3,0,0,0,0,0,0,0.181818181818182,0,0,1,0.7,3.5,3.2,0.293333333333335,3.28571428571429
"6738",1,1,2010,2,535,1,0,0,0.25,0.65,0.1,0,0,0,0,0,0,0.272727272727273,0,0,1,0.65,3.5,3.65,0.410833333333334,3.61538461538462
"6739",1,1,2010,2,540,2,0,0,0,0.7,0.2,0.1,0,0,0,0,0,0.272727272727273,0,0,1,0.7,3.5,3.1,0.523333333333333,3.28571428571429
"6740",1,1,2010,2,541,1,0,0,0.05,0.8,0.15,0,0,0,0,0,0,0.272727272727273,0,0,1,0.8,3.5,3.4,0.27333333333333,3.4375
"6741",1,1,2010,2,542,1,0.05,0.1,0.15,0.4,0.15,0.1,0.05,0,0,0,0,0.636363636363636,1,0,1,0.4,3.5,3.5,2.08333333333333,3.5
"6742",1,1,2010,2,546,1,0.02,0.08,0.22,0.35,0.2,0.06,0.04,0.02,0.01,0,0,0.818181818181818,1,0,1,0.35,3.5,3.37,2.15643333333333,3.48571428571429
"6743",1,1,2010,2,548,2,0,0,0,0.3,0.65,0.05,0,0,0,0,0,0.272727272727273,0,0,1,0.65,2.5,2.75,0.370833333333333,2.69230769230769
"6744",1,1,2010,2,549,1,0,0,0,0.65,0.35,0,0,0,0,0,0,0.181818181818182,0,0,1,0.65,3.5,3.15,0.310833333333335,3.23076923076923
"6746",1,1,2010,2,553,2,0.015,0.02,0.08,0.4,0.33,0.1,0.03,0.02,0.005,0,0,0.818181818181818,1,0,1,0.4,3.5,2.94,1.50973333333333,3.0375
"6747",1,1,2010,2,555,1,0,0,0.1,0.6,0.3,0,0,0,0,0,0,0.272727272727273,0,0,1,0.6,3.5,3.3,0.443333333333332,3.33333333333333
"6748",1,1,2010,2,556,1,0,0.05,0.15,0.35,0.25,0.15,0.05,0,0,0,0,0.545454545454545,0,0,1,0.35,3.5,3.05,1.53083333333334,3.14285714285714
"6750",1,1,2010,2,558,1,0,0,0,0.8,0.2,0,0,0,0,0,0,0.181818181818182,0,0,1,0.8,3.5,3.3,0.243333333333331,3.375
"6752",1,1,2010,2,560,2,0,0,0.1,0.3,0.4,0.15,0.05,0,0,0,0,0.454545454545455,0,0,1,0.4,2.5,2.75,1.07083333333333,2.75
"6753",1,1,2010,2,563,2,0.0012,0.0212,0.2124,0.6412,0.1204,0.0036,0,0,0,0,0,0.545454545454545,1,0,1,0.6412,3.5,3.6308,0.509024693333336,3.58640049906425
"6754",1,1,2010,2,564,2,0,0,0.05,0.5,0.4,0.05,0,0,0,0,0,0.363636363636364,0,0,1,0.5,3.5,3.05,0.530833333333332,3.1
"6755",1,1,2010,3,407,2,0,0,0,0.55,0.45,0,0,0,0,0,0,0.181818181818182,0,0,1,0.55,3.5,3.05,0.330833333333333,3.09090909090909
"6757",1,1,2010,3,420,2,0,0,0,0.5,0.5,0,0,0,0,0,0,0.181818181818182,0,0,2,0.5,3,3,0.333333333333334,3
"6758",1,1,2010,3,421,2,0,0,0.05,0.42,0.42,0.06,0.05,0,0,0,0,0.454545454545455,0,0,2,0.42,3,2.86,0.833733333333335,2.92857142857143
"6759",1,1,2010,3,422,1,0.1,0.17,0.25,0.18,0.1,0.05,0.05,0.05,0.02,0.02,0.01,1,1,1,1,0.25,4.5,3.545,5.24630833333333,4.08
"6760",1,1,2010,3,423,2,0,0,0.00380228136882129,0.443866319791875,0.504302581548929,0.0400240144086452,0.00800480288172904,0,0,0,0,0.454545454545455,0,0,1,0.504302581548929,2.5,2.89543726235741,0.458081376075329,2.89623015873016
"6761",1,1,2010,3,424,1,0,0.01,0.05,0.5,0.4,0.01,0.01,0.01,0.01,0,0,0.727272727272727,0,0,1,0.5,3.5,3.03,0.892433333333333,3.12
"6762",1,1,2010,3,426,2,0,0,0,0.1,0.45,0.35,0.1,0,0,0,0,0.363636363636364,0,0,1,0.45,2.5,2.05,0.730833333333334,2.11111111111111
"6764",1,1,2010,3,446,2,0,0,0.05,0.4,0.4,0.08,0.07,0,0,0,0,0.454545454545455,0,0,2,0.4,3,2.78,0.964933333333334,2.875
"6765",1,1,2010,3,463,2,0,0,0.04,0.5,0.44,0.02,0,0,0,0,0,0.363636363636364,0,0,1,0.5,3.5,3.06,0.449733333333334,3.08
"6766",1,1,2010,3,472,2,0,0,0,0.15,0.7,0.15,0,0,0,0,0,0.272727272727273,0,0,1,0.7,2.5,2.5,0.383333333333333,2.5
"6767",1,1,2010,3,483,3,0,0,0.05,0.2,0.45,0.3,0,0,0,0,0,0.363636363636364,0,0,1,0.45,2.5,2.5,0.783333333333334,2.44444444444444
"6768",1,1,2010,3,484,2,0,0.02,0.14,0.33,0.36,0.14,0.01,0,0,0,0,0.545454545454545,0,0,1,0.36,2.5,3.01,1.07323333333333,2.97222222222222
"6769",1,1,2010,3,498,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0.181818181818182,0,0,2,0.5,3,3,0.333333333333334,3
"6770",1,1,2010,3,504,1,0,0.05,0.2,0.35,0.3,0.1,0,0,0,0,0,0.454545454545455,0,0,1,0.35,3.5,3.3,1.14333333333333,3.28571428571429
"6771",1,1,2010,3,507,3,0,0,0,0,0.8,0.2,0,0,0,0,0,0.181818181818182,0,0,1,0.8,2.5,2.3,0.243333333333334,2.375
"6772",1,1,2010,3,510,2,0,0,0,1,0,0,0,0,0,0,0,0.0909090909090909,0,0,1,1,3.5,3.5,0.0833333333333339,3.5
"6773",1,1,2010,3,518,2,0,0,0,0.15,0.7,0.15,0,0,0,0,0,0.272727272727273,0,0,1,0.7,2.5,2.5,0.383333333333333,2.5
"6774",1,1,2010,3,520,2,0,0,0,0.3,0.7,0,0,0,0,0,0,0.181818181818182,0,0,1,0.7,2.5,2.8,0.293333333333334,2.71428571428571
"6775",1,1,2010,3,527,2,0,0,0,0.05,0.9,0.05,0,0,0,0,0,0.272727272727273,0,0,1,0.9,2.5,2.5,0.183333333333333,2.5
"6776",1,1,2010,3,528,1,0,0,0,0.3,0.7,0,0,0,0,0,0,0.181818181818182,0,0,1,0.7,2.5,2.8,0.293333333333334,2.71428571428571
"6777",1,1,2010,3,532,2,0,0,0,0.7,0.3,0,0,0,0,0,0,0.181818181818182,0,0,1,0.7,3.5,3.2,0.293333333333335,3.28571428571429
"6778",1,1,2010,3,535,1,0,0,0,0.35,0.6,0.05,0,0,0,0,0,0.272727272727273,0,0,1,0.6,2.5,2.8,0.393333333333335,2.75
"6779",1,1,2010,3,540,2,0,0,0,0.4,0.5,0.1,0,0,0,0,0,0.272727272727273,0,0,1,0.5,2.5,2.8,0.493333333333331,2.8
"6780",1,1,2010,3,546,1,0,0,0.05,0.2,0.3,0.25,0.15,0.05,0,0,0,0.545454545454545,0,0,1,0.3,2.5,2.1,1.62333333333333,2.16666666666667
"6781",1,1,2010,3,548,2,0,0,0,0.1,0.8,0.1,0,0,0,0,0,0.272727272727273,0,0,1,0.8,2.5,2.5,0.283333333333333,2.5
"6782",1,1,2010,3,549,1,0,0,0,0.45,0.55,0,0,0,0,0,0,0.181818181818182,0,0,1,0.55,2.5,2.95,0.330833333333334,2.90909090909091
"6784",1,1,2010,3,555,1,0,0,0,0.2,0.5,0.3,0,0,0,0,0,0.272727272727273,0,0,1,0.5,2.5,2.4,0.573333333333331,2.4
"6785",1,1,2010,3,556,1,0,0,0.05,0.2,0.35,0.2,0.15,0.05,0,0,0,0.545454545454545,0,0,1,0.35,2.5,2.15,1.61083333333333,2.28571428571429
"6786",1,1,2010,3,558,1,0,0,0.3,0.5,0.2,0,0,0,0,0,0,0.272727272727273,0,0,1,0.5,3.5,3.6,0.573333333333334,3.6
"6787",1,1,2010,3,560,2,0,0.05,0.2,0.5,0.2,0.05,0,0,0,0,0,0.454545454545455,0,0,1,0.5,3.5,3.5,0.883333333333333,3.5
"6788",1,1,2010,3,561,2,0,0,0,0.25,0.75,0,0,0,0,0,0,0.181818181818182,0,0,1,0.75,2.5,2.75,0.270833333333334,2.66666666666667
"6789",1,1,2010,3,563,2,0,0,0.012,0.6796,0.3076,8e-04,0,0,0,0,0,0.363636363636364,0,0,1,0.6796,3.5,3.2028,0.317805493333333,3.28193054738081
"6790",1,1,2010,3,566,2,0,0,0,0.4,0.6,0,0,0,0,0,0,0.181818181818182,0,0,1,0.6,2.5,2.9,0.323333333333332,2.83333333333333
"6791",1,1,2010,4,407,2,0,0,0,0.25,0.75,0,0,0,0,0,0,0.181818181818182,0,0,1,0.75,2.5,2.75,0.270833333333334,2.66666666666667
"6792",1,1,2010,4,411,2,0,0,0.1,0.4,0.4,0.1,0,0,0,0,0,0.363636363636364,0,0,2,0.4,3,3,0.733333333333333,3
"6793",1,1,2010,4,420,2,0,0,0,0.3,0.65,0.05,0,0,0,0,0,0.272727272727273,0,0,1,0.65,2.5,2.75,0.370833333333333,2.69230769230769
"6794",1,1,2010,4,421,2,0,0,0,0.2,0.8,0,0,0,0,0,0,0.181818181818182,0,0,1,0.8,2.5,2.7,0.243333333333332,2.625
"6795",1,1,2010,4,422,1,0.1,0.17,0.25,0.18,0.1,0.05,0.05,0.05,0.02,0.02,0.01,1,1,1,1,0.25,4.5,3.545,5.24630833333333,4.08
"6796",1,1,2010,4,424,1,0,0.01,0.01,0.15,0.75,0.05,0.01,0.01,0.01,0,0,0.727272727272727,0,0,1,0.75,2.5,2.56,0.699733333333333,2.56
"6797",1,1,2010,4,426,2,0,0,0,0.05,0.7,0.2,0.05,0,0,0,0,0.363636363636364,0,0,1,0.7,2.5,2.25,0.470833333333332,2.35714285714286
"6799",1,1,2010,4,431,1,0,0,0,0.01,0.95,0.04,0,0,0,0,0,0.272727272727273,0,0,1,0.95,2.5,2.47,0.132433333333331,2.48421052631579
"6800",1,1,2010,4,446,2,0,0,0,0,1,0,0,0,0,0,0,0.0909090909090909,0,0,1,1,2.5,2.5,0.083333333333333,2.5
"6801",1,1,2010,4,456,1,0,0,0,0.01,0.99,0,0,0,0,0,0,0.181818181818182,0,0,1,0.99,2.5,2.51,0.0932333333333313,2.50505050505051
"6802",1,1,2010,4,463,2,0,0,0,0.25,0.75,0,0,0,0,0,0,0.181818181818182,0,0,1,0.75,2.5,2.75,0.270833333333334,2.66666666666667
"6803",1,1,2010,4,472,2,0,0,0,0.05,0.8,0.15,0,0,0,0,0,0.272727272727273,0,0,1,0.8,2.5,2.4,0.273333333333333,2.4375
"6804",1,1,2010,4,483,3,0,0,0,0,0.7,0.3,0,0,0,0,0,0.181818181818182,0,0,1,0.7,2.5,2.2,0.293333333333332,2.28571428571429
"6805",1,1,2010,4,484,2,0,0.01,0.07,0.33,0.5,0.09,0,0,0,0,0,0.454545454545455,0,0,1,0.5,2.5,2.91,0.705233333333332,2.82
"6806",1,1,2010,4,498,1,0,0,0,0.3,0.65,0.05,0,0,0,0,0,0.272727272727273,0,0,1,0.65,2.5,2.75,0.370833333333333,2.69230769230769
"6807",1,1,2010,4,504,1,0,0.05,0.2,0.35,0.3,0.1,0,0,0,0,0,0.454545454545455,0,0,1,0.35,3.5,3.3,1.14333333333333,3.28571428571429
"6808",1,1,2010,4,506,2,0,0,0,0,1,0,0,0,0,0,0,0.0909090909090909,0,0,1,1,2.5,2.5,0.083333333333333,2.5
"6809",1,1,2010,4,507,3,0,0,0,0.05,0.9,0.05,0,0,0,0,0,0.272727272727273,0,0,1,0.9,2.5,2.5,0.183333333333333,2.5
"6810",1,1,2010,4,508,2,0,0,0,0.08,0.9,0.02,0,0,0,0,0,0.272727272727273,0,0,1,0.9,2.5,2.56,0.179733333333333,2.53333333333333
